,budget,id,imdb_id,original_language,title,popularity,release_date,revenue,runtime,vote_average,collection_id,collection_name,production companies,production_countries,genres
1829,32000000,38322,tt1464174,en,"Big Mommas: Like Father, Like Son",7.564777,2011-02-16,83615414,107.0,5.3,44979,Big Momma's House Collection,"['Twentieth Century Fox Film Corporation', 'Regency Enterprises', 'New Regency Pictures', 'The Collective Studios', 'Runteldat Entertainment', 'Friendly Films (II)', 'Friendly Films Productions']",['United States of America'],"['Crime', 'Comedy', 'Action']"
1830,0,45715,tt1457766,en,The Kings of Mykonos,0.864925,2010-05-20,0,97.0,5.9,426370,The Wog Boy Collection,[],"['Australia', 'Greece']","['Action', 'Comedy', 'Thriller', 'Science Fiction']"
1831,0,16140,tt0810827,ja,デスノート the Last name,5.082787000000001,2006-10-28,50710400,141.0,6.7,102019,Death Note Collection,['Warner Bros.'],['Japan'],"['Fantasy', 'Thriller', 'Mystery']"
1832,1500000,49018,tt1591095,en,Insidious,17.24814,2010-09-13,97009150,103.0,6.8,228446,Insidious Collection,"['Alliance Films', 'IM Global', 'Stage 6 Films', 'Haunted Movies']","['United States of America', 'Canada']","['Horror', 'Thriller']"
1833,0,20329,tt0912597,ja,L: change the WorLd,8.271179,2008-01-31,30231200,129.0,5.9,102019,Death Note Collection,['Warner Bros.'],['Japan'],"['Fantasy', 'Action', 'Thriller', 'Science Fiction', 'Mystery']"
1834,0,13190,tt1267379,en,Dead Space: Downfall,8.474973,2008-10-27,0,74.0,5.9,56005,Dead Space Collection,"['Film Roman Productions', 'Electronic Arts (EA)']",['United States of America'],"['Animation', 'Horror', 'Science Fiction', 'Thriller']"
1835,21000000,60307,tt1650043,en,Diary of a Wimpy Kid: Rodrick Rules,8.425361,2011-03-25,72417394,99.0,6.3,86110,Diary of a Wimpy Kid Collection,"['Fox 2000 Pictures', 'Color Force']",['United States of America'],"['Family', 'Comedy']"
1836,0,10408,tt0104279,nl,Flodder in Amerika!,5.832738,1992-06-03,0,95.0,5.9,74083,Flodder Collection,['First Floor Features'],['Netherlands'],['Comedy']
1837,0,83651,tt0252487,tr,Hababam Sınıfı,0.8693930000000001,1975-04-01,0,90.0,6.5,473983,Hababam Sınıfı Collection,[],['Turkey'],"['Comedy', 'Drama']"
1838,0,31408,tt0252490,tr,Hababam Sınıfı Uyanıyor,1.158092,1976-01-01,0,94.0,7.5,473983,Hababam Sınıfı Collection,['Arzu Film'],['Turkey'],[]
1839,0,31402,tt0252489,tr,Hababam Sınıfı Tatilde,0.619218,1977-01-01,0,90.0,7.3,473983,Hababam Sınıfı Collection,[],['Turkey'],[]
1840,1500000,46523,tt1648112,nl,New Kids Turbo,4.330658000000001,2010-12-09,8786756,84.0,6.3,124426,New Kids Collection,"['Comedy Central', 'Eyeworks']",['Netherlands'],"['Action', 'Comedy']"
1841,0,29920,tt1291652,sv,Snabba Cash,10.520394,2010-01-15,0,124.0,6.5,154002,Easy Money Collection,"['Tre Vänner Produktion AB', 'Swedish Film Institute', 'Film i Väst']","['Denmark', 'Sweden', 'Germany']","['Drama', 'Thriller', 'Crime']"
1842,0,23521,tt0094939,en,Daffy Duck's Quackbusters,0.8703270000000001,1988-09-24,0,72.0,6.0,432151,Daffy Duck Movie Collection,['Warner Bros.'],['United States of America'],"['Fantasy', 'Science Fiction', 'Family']"
1843,40000000,41446,tt1262416,en,Scream 4,10.000721,2011-04-11,97138686,111.0,6.1,2602,Scream Collection,['Dimension Films'],['United States of America'],"['Horror', 'Mystery']"
1844,90000000,46195,tt1436562,en,Rio,10.403228,2011-04-03,484635760,96.0,6.5,229932,Rio Collection,"['Blue Sky Studios', 'Twentieth Century Fox Animation']",['United States of America'],"['Animation', 'Adventure', 'Comedy', 'Family']"
1845,150000000,10195,tt0800369,en,Thor,29.158489000000003,2011-04-21,449326618,115.0,6.6,131296,Thor Collection,['Marvel Studios'],['United States of America'],"['Adventure', 'Fantasy', 'Action']"
1846,15000000,56780,tt0480239,en,Atlas Shrugged Part I,3.4949,2011-04-14,4627375,97.0,5.0,166381,Atlas Shrugged Collection,['Atlas Productions'],['United States of America'],"['Drama', 'Thriller', 'Science Fiction', 'Mystery']"
1847,4000000,48415,tt1529235,it,Benvenuti al sud,6.700081,2010-10-01,65584679,102.0,6.6,150967,Benvenuti al... Collection,"['Medusa Film', 'Cattleya', 'Regione Campania', 'Campania Film Commission', 'Comune di Castellabate']",['Italy'],['Comedy']
1848,0,42709,tt0098331,en,"Silent Night, Deadly Night III: Better Watch Out!",0.6600550000000001,1989-11-17,0,90.0,3.6,256296,"Silent Night, Deadly Night Collection",['Quiet Films Inc.'],['United States of America'],['Horror']
1849,125000000,51497,tt1596343,en,Fast Five,1.420361,2011-04-20,626137675,130.0,7.1,9485,The Fast and the Furious Collection,"['Universal Pictures', 'Original Film', 'One Race Productions']",['United States of America'],"['Action', 'Thriller', 'Crime']"
1850,100000000,32654,tt1186371,cn,風雲Ⅱ,2.860376,2009-12-10,0,150.0,5.3,146532,The Storm Riders Collection,['Universe Films Distribution'],['Hong Kong'],"['Action', 'Adventure', 'Fantasy']"
1851,2500000,46849,tt0465407,en,Eye of the Dolphin,0.46335,2007-08-24,71904,100.0,7.1,264914,Eye of the Dolphin Collection,"['Gold/Miller Productions', '120dB Films', 'Paradise Productions', 'Quantum Entertainment', 'MovieBank', 'Galaxy Productions']",['United States of America'],['Drama']
1852,0,39410,tt0055198,ja,Mosura,1.9354240000000003,1961-07-30,0,101.0,6.2,171732,Mothra Collection,['Toho Company'],['Japan'],"['Fantasy', 'Science Fiction', 'Thriller']"
1853,0,1679,tt0048127,ja,Gojira no Gyakushū,2.772214,1955-04-24,0,82.0,6.0,374509,Godzilla (Showa) Collection,['Toho Company'],['Japan'],"['Action', 'Science Fiction', 'Horror']"
1854,380000000,1865,tt1298650,en,Pirates of the Caribbean: On Stranger Tides,27.88772,2011-05-14,1045713802,136.0,6.4,295,Pirates of the Caribbean Collection,"['Walt Disney Pictures', 'Jerry Bruckheimer Films', 'Moving Picture Company (MPC)']",['United States of America'],"['Adventure', 'Action', 'Fantasy']"
1855,80000000,45243,tt1411697,en,The Hangover Part II,21.893532,2011-05-25,254455986,102.0,6.2,86119,The Hangover Collection,"['Legendary Pictures', 'Living Films', 'Green Hat Films', 'Warner Bros.']",['United States of America'],['Comedy']
1856,0,23116,tt1394268,en,Loose Change 9/11: An American Coup,2.2862169999999997,2009-09-22,0,99.0,6.5,123438,Loose Change Collection,"['Collective Minds Media Company', 'Microcinema International', 'Morningstar Entertainment', 'Brown & Stretic', 'The Frankfurt Group', 'Frankfurt Kurnit Klein & Selz']",['United States of America'],['Documentary']
1857,0,3107,tt0063172,ja,怪獣総進撃,3.7444699999999997,1968-08-01,0,89.0,6.4,374509,Godzilla (Showa) Collection,['Toho Company'],['Japan'],"['Action', 'Science Fiction', 'Thriller', 'Horror']"
1858,0,51170,tt1646926,en,Open Season 3,10.567325,2010-01-25,0,75.0,5.4,66761,Open Season Collection,['Sony Pictures Animation'],"['United States of America', 'Belgium']","['Animation', 'Family', 'Comedy']"
1859,0,76171,tt0192701,en,Turbulence 2: Fear of Flying,3.990811,1999-12-27,0,101.0,4.1,166379,Turbulence Collection,"['Capital Arts Entertainment', 'Trimark Pictures']",['United States of America'],"['Thriller', 'Action']"
1860,150000000,49444,tt1302011,en,Kung Fu Panda 2,11.481921,2011-05-25,665692281,91.0,6.7,77816,Kung Fu Panda Collection,['DreamWorks Animation'],['United States of America'],"['Animation', 'Family']"
1861,160000000,49538,tt1270798,en,X-Men: First Class,0.738633,2011-05-24,353624124,132.0,7.1,748,X-Men Collection,"['Ingenious Film Partners', 'Ingenious Media', 'Twentieth Century Fox Film Corporation', ""Donners' Company"", 'Dune Entertainment', 'Dune Entertainment III', 'Marvel Entertainment', 'Bad Hat Harry Productions', 'Big Screen Productions']",['United States of America'],"['Action', 'Science Fiction', 'Adventure']"
1862,0,50507,tt0101864,en,Fei zhou he shang,1.7498080000000003,1991-07-05,0,96.0,4.8,87805,The Gods Must Be Crazy Collection,"[""Win's Movie Productions Ltd."", 'Samico Films Production Co., Ltd.', 'Golden Harvest Productions']",['Hong Kong'],"['Action', 'Comedy']"
1863,0,55763,tt0111648,fi,Vääpeli Körmy - Taisteluni,0.072357,1994-09-16,0,0.0,4.0,148320,Vääpeli Körmy - Collection,[],[],[]
1864,0,15766,tt0058544,ja,三大怪獣　地球最大の決戦,2.07226,1964-12-20,0,92.0,6.2,374509,Godzilla (Showa) Collection,['Toho Company'],['Japan'],"['Action', 'Fantasy', 'Science Fiction']"
1865,0,55761,tt0105777,fi,Vääpeli Körmy ja etelän hetelmät,1e-06,1992-10-09,0,0.0,3.0,148320,Vääpeli Körmy - Collection,[],[],[]
1866,0,56272,tt1340773,en,Elektra Luxx,4.118698999999999,2010-03-14,10,98.0,4.7,86668,Elektra Luxx Collection,['Gato Negro Films'],['United States of America'],"['Action', 'Comedy', 'Drama']"
1867,0,13378,tt0424279,en,Mickey's Twice Upon a Christmas,5.512528,2004-01-01,0,68.0,7.1,282246,Mickey's Upon a Christmas Collection,"['Walt Disney Pictures', 'DisneyToon Studios']",['United States of America'],"['Animation', 'Family']"
1868,20000000,35688,tt1391137,en,Why Did I Get Married Too?,2.5768150000000003,2010-04-02,60072596,121.0,6.1,143588,Why Did I Get Married Collection,"['Lions Gate Films', 'The Tyler Perry Company']",['United States of America'],"['Comedy', 'Romance']"
1869,195000000,38356,tt1399103,en,Transformers: Dark of the Moon,4.5035050000000005,2011-06-28,1123746996,154.0,6.1,8650,Transformers Collection,"['Paramount Pictures', 'Di Bonaventura Pictures', 'Indochina Productions', 'Hasbro Studios']",['United States of America'],"['Action', 'Science Fiction', 'Adventure']"
1870,0,55754,tt0103228,fi,Vääpeli Körmy ja vetenalaiset vehkeet,0.10732699999999999,1991-10-18,0,,3.7,148320,Vääpeli Körmy - Collection,[],[],[]
1871,0,61546,tt0020695,en,The Bishop Murder Case,0.743953,1930-01-03,0,88.0,3.6,281097,Philo Vance Collection,['Metro-Goldwyn-Mayer (MGM)'],['United States of America'],['Mystery']
1872,0,148314,tt0125981,fi,Pekko ja Unissakävelijä,0.071764,1997-09-26,0,0.0,5.5,148315,Pekko aikamiespoika Collection,[],[],[]
1873,0,55756,tt0100895,fi,Vääpeli Körmy ja marsalkan sauva,0.001021,1990-11-02,0,111.0,3.3,148320,Vääpeli Körmy - Collection,['National Filmi Oy'],['Finland'],[]
1874,0,55759,tt0122787,fi,Vääpeli Körmy ja kahtesti laukeava,0.07232899999999999,1997-08-15,0,103.0,4.5,148320,Vääpeli Körmy - Collection,[],['Finland'],['Comedy']
1875,0,73884,tt0312941,zh,麥兜故事,0.392253,2001-12-15,0,75.0,5.9,120927,McDull Collection,[],['Hong Kong'],"['Animation', 'Drama', 'Comedy']"
1876,35000000,51540,tt1499658,en,Horrible Bosses,9.856955000000001,2011-07-08,117000000,98.0,6.4,280588,Horrible Bosses Collection,"['New Line Cinema', 'Rat Entertainment']",['United States of America'],"['Comedy', 'Crime']"
1877,200000000,49013,tt1216475,en,Cars 2,13.693001999999998,2011-06-11,559852396,106.0,5.8,87118,Cars Collection,"['Walt Disney Pictures', 'Pixar Animation Studios']",['United States of America'],"['Animation', 'Family', 'Adventure', 'Comedy']"
1878,0,45690,tt0063149,sv,Jag är nyfiken - en film i blått,0.7326050000000001,1968-03-11,0,107.0,5.5,261057,I Am Curious Collection,['Sandrews'],['Sweden'],"['Drama', 'Foreign']"
1879,0,96105,tt0101449,en,Bikini Summer,0.001021,1991-01-01,0,87.0,4.5,362047,Bikini Summer Collection,['PM Entertainment Group'],['United States of America'],['Comedy']
1880,0,68029,tt1728239,hi,Double Dhamaal,1.387143,2011-06-24,0,0.0,4.4,142021,Dhamaal Collection,"['Maruti International', 'Reliance BIG Entertainment']",['India'],"['Comedy', 'Foreign']"
1881,0,71982,tt0112041,en,Streets of Laredo,0.780833,1995-11-12,0,300.0,3.0,151861,Lonesome Dove Collection,"['RHI Entertainment', 'De Passe Entertainment', 'Levinson Productions']",['United States of America'],"['Drama', 'Western']"
1882,0,16900,tt1320302,en,Truth In 24,1.142239,2008-11-06,0,95.0,6.6,118474,Truth in 24 Collection,"['NFL Films', 'Intersport Television']",['United States of America'],['Documentary']
1883,125000000,12445,tt1201607,en,Harry Potter and the Deathly Hallows: Part 2,24.990737,2011-07-07,1342000000,130.0,7.9,1241,Harry Potter Collection,"['Warner Bros.', 'Heyday Films']","['United Kingdom', 'United States of America']","['Family', 'Fantasy', 'Adventure']"
1884,140000000,1771,tt0458339,en,Captain America: The First Avenger,19.323582000000002,2011-07-22,370569774,124.0,6.6,131295,Captain America Collection,"['Paramount Pictures', 'Marvel Studios']",['United States of America'],"['Action', 'Adventure', 'Science Fiction']"
1885,4000000,59115,tt1699231,en,Quarantine 2: Terminal,4.520607,2011-06-16,0,86.0,4.8,123932,Quarantine Collection,"['RCR Media Group', 'Andale Pictures', 'Third Street Pictures']",['United States of America'],"['Horror', 'Mystery', 'Science Fiction']"
1886,0,59566,tt0029660,en,"Think Fast, Mr. Moto",3.997872,1937-07-27,0,67.0,6.2,89959,Mr. Moto Collection,['Twentieth Century Fox Film Corporation'],['United States of America'],"['Crime', 'Mystery', 'Thriller', 'Drama']"
1887,0,54540,tt1482393,en,Beverly Hills Chihuahua 2,3.5808699999999996,2011-02-01,12000000,93.0,5.4,87256,Beverly Hills Chihuahua Collection,['Walt Disney Pictures'],['United States of America'],['Family']
1888,0,28039,tt0069518,zh,Xin du bi dao,0.768551,1971-02-07,0,102.0,6.3,201548,The One-Armed Swordsman Collection,['Shaw Brothers'],['Hong Kong'],"['Action', 'Drama', 'History', 'War']"
1889,0,13931,tt0323250,en,Mike's New Car,6.816147,2002-05-24,0,4.0,6.9,137696,"Monsters, Inc. Collection","['Walt Disney Pictures', 'Pixar Animation Studios']",['United States of America'],"['Animation', 'Family']"
1890,110000000,41513,tt0472181,en,The Smurfs,10.219758,2011-07-29,563749323,103.0,5.5,134897,The Smurfs (Theatrical) Collection,"['Columbia Pictures', 'Sony Pictures Animation', 'Kerner Entertainment Company']",['United States of America'],"['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']"
1891,0,67636,tt0783328,en,Comanche Moon,0.51968,2008-01-13,0,360.0,4.9,151861,Lonesome Dove Collection,[],[],"['Drama', 'Western']"
1892,0,51765,tt0115238,en,Dead Man's Walk,0.228108,1996-05-12,0,272.0,6.3,151861,Lonesome Dove Collection,"['Hallmark Entertainment', 'De Passe Entertainment']",['United States of America'],"['Western', 'Drama']"
1893,20000000,12819,tt1213012,en,Alpha and Omega,8.16645,2010-09-17,39300000,88.0,5.3,241729,Alpha and Omega Collection,"['Lions Gate Family Entertainment', 'Relativity Media', 'Crest Animation Productions']","['United States of America', 'India']","['Family', 'Animation']"
1894,0,141055,tt0103813,en,Bikini Summer II,0.014866999999999998,1992-01-01,0,85.0,0.0,362047,Bikini Summer Collection,[],[],['Comedy']
1895,0,45839,tt1595842,en,FRED: The Movie,2.483323,2010-09-18,0,89.0,3.5,433061,Fred Collection,"['Derf Films', 'Varsity Pictures']",[],"['Comedy', 'Family']"
1896,7000000,51620,tt1500491,en,Death Race 2,11.086032000000001,2010-11-12,0,96.0,5.5,86116,Death Race Collection,"['Moonlighting Films', 'CC Capital Arts Entertainment SRL']","['South Africa', 'Germany']","['Action', 'Thriller', 'Science Fiction']"
1897,3837625,63943,tt1441956,en,West Is West,0.7496649999999999,2010-10-19,3867000,103.0,6.3,159616,East is East Collection,"['BBC Films', 'Assassin Films']",['United Kingdom'],['Comedy']
1898,93000000,61791,tt1318514,en,Rise of the Planet of the Apes,41.613762,2011-08-03,482860185,105.0,7.0,173710,Planet of the Apes (Reboot) Collection,"['Ingenious Film Partners', 'Ingenious Media', 'Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Dune Entertainment III', 'Chernin Entertainment', 'Big Screen Productions']",['United States of America'],"['Thriller', 'Action', 'Drama', 'Science Fiction']"
1899,0,56832,tt1525835,ja,Gantz,3.533091,2011-01-26,0,130.0,6.5,99321,Gantz Collection,"['Toho Company', 'Nikkatsu', 'Shueisha', 'Horipro', 'J Storm', 'Nippon Television Network Corporation (NTV)', 'Chubu-nippon Broadcasting Company', 'Hokkaido Broadcasting Co.', 'Fukuoka Broadcasting System (FBS)', 'Gantz Film Partners', 'Hiroshima Telecasting (HTV)', 'Miyagi Television Broadcasting', 'Shizuoka Daiichi Television', 'VAP', 'The Yomiuri Shimbun', 'Yomiuri Telecasting Corporation (YTV)']",['Japan'],"['Horror', 'Action', 'Science Fiction']"
1900,47000000,55779,tt1622979,en,Final Destination 5,12.912491000000001,2011-08-12,157887643,92.0,5.9,8864,Final Destination Collection,"['New Line Cinema', 'Practical Pictures', 'Parallel Zide']",['United States of America'],"['Horror', 'Mystery']"
1901,19000000,55465,tt1268799,en,A Very Harold & Kumar Christmas,10.724679,2011-11-04,35387212,108.0,6.0,30663,Harold & Kumar Collection,"['New Line Cinema', 'Mandate Pictures']",['United States of America'],['Comedy']
1902,0,38774,tt0030469,en,Mr. Moto Takes a Chance,0.5391819999999999,1938-06-24,0,63.0,5.2,89959,Mr. Moto Collection,['Twentieth Century Fox Film Corporation'],['United States of America'],"['Drama', 'Thriller', 'Crime', 'Mystery']"
1903,0,29484,tt0030483,en,Mysterious Mr. Moto,1.282223,1938-10-14,0,62.0,5.1,89959,Mr. Moto Collection,['Twentieth Century Fox Film Corporation'],['United States of America'],"['Mystery', 'Thriller', 'Crime', 'Drama']"
1904,27000000,56288,tt1517489,en,Spy Kids: All the Time in the World,9.580214,2011-08-18,85564310,89.0,4.4,86486,Spy Kids Collection,['Dimension Films'],['United States of America'],"['Family', 'Comedy', 'Action']"
1905,17000000,58151,tt1438176,en,Fright Night,9.665251,2011-08-18,24922237,106.0,6.0,230161,Fright Night (Reboot) Collection,['Touchstone Pictures'],"['United Kingdom', 'United States of America']","['Horror', 'Comedy']"
1906,0,21786,tt0808276,no,Fritt vilt,5.319439,2006-10-13,0,97.0,6.3,86553,Cold Prey Collection,['Fantefilm'],['Norway'],"['Drama', 'Horror', 'Mystery', 'Thriller']"
1907,650000,52015,tt1464580,en,Stake Land,7.814255,2010-09-30,33245,98.0,6.2,473843,Stake Land Collection,"['Glass Eye Pix', 'Belladonna Productions', 'Off Hollywood Pictures']",['United States of America'],"['Drama', 'Horror', 'Action', 'Thriller', 'Science Fiction']"
1908,0,20441,tt1299653,en,Messengers 2: The Scarecrow,4.171673999999999,2009-07-21,0,94.0,5.1,164395,The Messengers Collection,['Ghost House Pictures'],['United States of America'],['Horror']
1909,0,40016,tt1316037,en,Birdemic: Shock and Terror,2.52968,2010-02-27,0,95.0,2.1,225961,Birdemic Collection,[],['United States of America'],"['Horror', 'Science Fiction']"
1910,0,73358,tt1797469,en,Page Eight,5.3890199999999995,2011-08-28,0,99.0,6.8,260601,The Worricker Collection,"['Heyday Films', 'British Broadcasting Corporation (BBC)', 'Carnival Films & Television', 'Masterpiece', 'Runaway Fridge TV']",['United Kingdom'],"['Mystery', 'Thriller', 'Drama']"
1911,0,69798,tt1716772,en,The Inbetweeners Movie,5.747681,2011-08-19,88025781,97.0,6.2,279959,The Inbetweeners Collection,['Channel 4 Television Corporation'],['United Kingdom'],['Comedy']
1912,0,36236,tt0061037,it,Le streghe,2.6303900000000002,1967-02-22,0,105.0,5.4,421566,Totò Collection,"['Les Productions Artistes Associés', 'Dino de Laurentiis Cinematografica']","['France', 'Italy']","['Comedy', 'Drama', 'Romance']"
1913,0,76684,tt0406977,hi,Masti,1.084702,2004-04-09,0,166.0,6.1,419784,Masti Collection,['Maruti International'],['India'],"['Comedy', 'Drama']"
1914,25000000,38543,tt1233301,en,Ironclad,12.170539999999999,2011-03-03,0,121.0,6.2,259085,Ironclad Collection,"['Rising Star', 'Premiere Picture', 'Mythic International Entertainment', 'Film & Entertainment VIP Medienfonds 4 GmbH & Co. KG (I)', 'Wales Creative IP Fund', 'Silver Reel', 'Perpetual Media Capital', 'Molinare Investment', 'VIP 4 Medienfonds', 'ContentFilm International']","['United Kingdom', 'United States of America']","['Romance', 'Adventure', 'Action', 'History']"
1915,220000000,24428,tt0848228,en,The Avengers,89.887648,2012-04-25,1519557910,143.0,7.4,86311,The Avengers Collection,"['Paramount Pictures', 'Marvel Studios']",['United States of America'],"['Science Fiction', 'Action', 'Adventure']"
1916,35000000,60935,tt0905372,en,The Thing,10.169411,2011-10-12,28128670,103.0,6.0,479888,The Thing Collection,"['Universal Pictures', 'Strike Entertainment', 'Morgan Creek Productions']","['United States of America', 'Canada']","['Horror', 'Science Fiction', 'Mystery', 'Thriller']"
1917,0,75969,tt1729211,de,Männerherzen... und die ganz ganz große Liebe,1.7138080000000002,2011-09-06,0,112.0,6.2,220872,Men in the City Collection,['Wiedemann & Berg Filmproduktion'],['Germany'],['Comedy']
1918,0,10005,tt0497329,en,Behind Enemy Lines II: Axis of Evil,11.063562,2006-10-17,0,96.0,4.5,98513,Behind Enemy Lines Collection,['Twentieth Century Fox Film Corporation'],['United States of America'],"['Action', 'Adventure', 'Thriller']"
1919,0,52297,tt0783476,en,Alaska: Silence And Solitude,0.824483,2005-09-06,0,57.0,7.2,129293,The Dick Proenneke Collection,['Bob Swerer Productions'],['United States of America'],['Documentary']
1920,0,85766,tt1084683,en,The Frozen North,0.31048600000000004,2006-12-25,0,60.0,6.9,129293,The Dick Proenneke Collection,['Bob Swerer Productions'],['United States of America'],"['Documentary', 'History']"
1921,5000000,72571,tt1778304,en,Paranormal Activity 3,10.996308,2011-10-19,205703818,83.0,5.9,41437,Paranormal Activity Collection,"['Paramount Pictures', 'Blumhouse Productions', 'Room 101', 'Solana Films']",['United States of America'],['Horror']
1922,0,3966,tt0038367,en,Blondie Knows Best,0.0019079999999999998,1946-10-17,0,69.0,0.0,177062,Blondie Collection,[],['United States of America'],['Comedy']
1923,45000000,58233,tt1634122,en,Johnny English Reborn,10.668658,2011-09-15,160078586,101.0,6.0,86117,Johnny English Collection,['Universal Pictures'],"['United Kingdom', 'Hong Kong', 'China']","['Crime', 'Adventure', 'Action', 'Comedy', 'Thriller']"
1924,0,56122,tt0047313,en,L'oro di Napoli,0.9164469999999999,1954-12-03,0,131.0,7.8,421566,Totò Collection,"['Dino de Laurentiis Cinematografica', 'Carlo Ponti Cinematografica']",['Italy'],"['Drama', 'Comedy']"
1925,0,27769,tt0102960,en,Sometimes They Come Back,6.789271,1991-05-07,0,97.0,5.4,168545,Sometimes They Come Back Collection,[],['United States of America'],"['Drama', 'Horror', 'Thriller']"
1926,0,80607,tt0085390,en,Daffy Duck's Movie: Fantastic Island,1.437609,1983-08-05,0,78.0,6.0,432151,Daffy Duck Movie Collection,['Warner Bros.'],['United States of America'],['Animation']
1927,45000000,64328,tt1204342,en,The Muppets,10.214369,2011-11-22,165184237,103.0,6.5,256377,The Muppet Collection,['Walt Disney Pictures'],['United States of America'],"['Comedy', 'Family', 'Music']"
1928,110000000,50619,tt1324999,en,The Twilight Saga: Breaking Dawn - Part 1,25.9725,2011-03-15,712171856,117.0,5.8,33514,The Twilight Collection,"['Summit Entertainment', 'Sunswept Entertainment', 'Total Entertainment', 'TSBD Canada Productions', 'Zohar International', 'Temple Hill Entertainment', 'TSBD Louisiana', 'TSBD Productions']",['United States of America'],"['Adventure', 'Fantasy', 'Romance']"
1929,3062000,70590,tt1948150,hi,Singham,2.07741,2011-07-22,25034000,143.0,7.0,286951,Singham Collection,['Reliance Entertainment'],['India'],"['Drama', 'Action', 'Crime']"
1930,5000000,15157,tt1071358,en,Another Cinderella Story,7.863792999999999,2008-09-16,0,90.0,6.2,437451,Cinderella Story Collection,"['Warner Premiere', 'CS2 Films', 'Dylan Sellers Productions']","['Canada', 'United States of America']",['Music']
1931,0,74135,tt1525836,ja,Gantz: Perfect Answer,10.298762,2011-04-23,0,141.0,6.6,99321,Gantz Collection,"['Toho Company', 'Nikkatsu', 'Shueisha', 'Nippon Television Network Corporation (NTV)']",['Japan'],"['Action', 'Mystery', 'Science Fiction']"
1932,0,25834,tt0086610,en,Xtro,3.267125,1982-12-06,0,83.0,5.4,114915,Xtro Collection,['Amalgamated Film Enterprises'],['United Kingdom'],"['Science Fiction', 'Horror']"
1933,0,28118,tt1461418,en,The Gruffalo,8.575933000000001,2009-12-25,0,27.0,6.7,129748,The Gruffalo Collection,['Magic Light Pictures'],['United Kingdom'],"['Animation', 'Family']"
1934,0,11625,tt0096842,fr,Astérix et le coup du menhir,6.706328,1989-10-03,0,81.0,6.5,94039,Asterix and Obelix (Animation) Collection,"['Gaumont', 'Extrafilm']","['France', 'Germany']","['Family', 'Animation', 'Adventure', 'Comedy']"
1935,0,9369,tt0109162,fr,Astérix et les Indiens,7.569419,1994-09-27,0,85.0,6.2,94039,Asterix and Obelix (Animation) Collection,"['Extrafilm', 'Milimetros', 'Hahn Film AG']","['Germany', 'France']","['Family', 'Animation', 'Adventure', 'Comedy']"
1936,0,9642,tt0371552,fr,Astérix et les Vikings,6.096196,2006-04-05,0,78.0,6.1,94039,Asterix and Obelix (Animation) Collection,"['A. Film', 'M6 Studio', 'TPS Star', 'M6']","['Denmark', 'France']","['Family', 'Animation', 'Comedy', 'Adventure']"
1937,130000000,65759,tt1402488,en,Happy Feet Two,9.141045,2011-11-17,150406466,100.0,5.8,92012,Happy Feet Collection,"['Village Roadshow Pictures', 'Warner Bros.', 'Dr D Studios', 'Kennedy Miller Mitchell']",['Australia'],"['Animation', 'Comedy', 'Family']"
1938,100000000,76163,tt1764651,en,The Expendables 2,14.881566000000001,2012-08-08,312573423,103.0,6.1,126125,The Expendables Collection,"['Nu Image Films', 'Millennium Films']",['United States of America'],"['Action', 'Adventure', 'Thriller']"
1939,0,13396,tt0084701,en,The Snowman,7.373338,1982-12-26,0,26.0,7.5,394204,The Snowman Collection,['Snowman Enterprise'],['United Kingdom'],"['Action', 'Adventure', 'Animation', 'Family', 'Fantasy']"
1940,0,46020,tt1619880,en,Sharktopus,2.429777,2010-09-25,0,89.0,4.7,370374,Sharktopus Collection,[],['United States of America'],"['Horror', 'Comedy', 'Science Fiction', 'Thriller']"
1941,75000000,70160,tt1392170,en,The Hunger Games,20.031667000000002,2012-03-12,691210692,142.0,6.9,131635,The Hunger Games Collection,"['Lionsgate', 'Color Force']",['United States of America'],"['Science Fiction', 'Adventure', 'Fantasy']"
1942,250000000,49026,tt1345836,en,The Dark Knight Rises,20.58258,2012-07-16,1084939099,165.0,7.6,263,The Dark Knight Collection,"['Legendary Pictures', 'Warner Bros.', 'DC Entertainment', 'Syncopy']",['United States of America'],"['Action', 'Crime', 'Drama', 'Thriller']"
1943,130000000,49040,tt1194173,en,The Bourne Legacy,14.89499,2012-08-08,276572938,120.0,6.0,31562,The Bourne Collection,"['Universal Pictures', 'Dentsu', 'Relativity Media', 'Kennedy/Marshall Company, The', 'Captivate Entertainment']",['United States of America'],"['Action', 'Thriller']"
1944,125000000,58574,tt1515091,en,Sherlock Holmes: A Game of Shadows,18.695329,2011-11-22,334615000,129.0,7.0,102322,Sherlock Holmes Collection,"['Village Roadshow Pictures', 'Silver Pictures', 'Lin Pictures', 'Warner Bros.', 'Wigram Productions']",['United States of America'],"['Adventure', 'Action', 'Crime', 'Mystery']"
1945,0,42450,tt0071788,en,Macon County Line,0.250261,1974-01-01,0,89.0,7.6,458697,Macon County Collection,['Max Baer Productions'],['United States of America'],['Drama']
1946,0,30245,tt0995857,en,Mr. Bones 2: Back from the Past,1.06374,2008-11-27,0,101.0,5.1,104202,Mr. Bones Collection,['Videovision Entertainment'],['South Africa'],['Comedy']
